As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,iHub Balance,Balance Difference,Match Status
16-07-2022,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,99582,18145,81437,Break
17-07-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,71188,62550,8638,Break
18-07-2022,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,73130,73130,0,Match
19-07-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,15758,15758,0,Match
19-07-2022,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,78213,78213,0,Match
19-07-2022,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,25051,25051,0,Match
19-07-2022,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,44798,44798,0,Match
20-07-2022,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,55001,85763,-30762,Break
20-07-2022,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,89367,2769,86598,Break
21-07-2022,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,58628,20277,38351,Break
21-07-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,22295,22295,0,Match
21-07-2022,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,81660,81660,0,Match
21-07-2022,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,31638,28622,3016,Break
21-07-2022,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,86122,86122,0,Match
22-07-2022,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,24861,24861,0,Match
22-07-2022,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,54081,79581,-25500,Break
22-07-2022,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,74464,74464,0,Match
22-07-2022,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,95793,95793,0,Match
24-07-2022,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,10924,38667,-27743,Break
24-07-2022,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,27067,27067,0,Match
24-07-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,40113,70999,-30886,Break
24-07-2022,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,85375,85375,0,Match
27-07-2022,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,71355,71355,0,Match
27-07-2022,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,7452,7452,0,Match
27-07-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,55,55,0,Match
28-07-2022,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,32748,32748,0,Match
28-07-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,18431,18431,0,Match
30-07-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,72117,72117,0,Match
30-07-2022,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,73049,73049,0,Match
01-08-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,36581,36581,0,Match
01-08-2022,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,24302,18337,5965,Break
02-08-2022,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,12215,70098,-57883,Break
03-08-2022,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,6924,6924,0,Match
03-08-2022,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,82505,82505,0,Match
03-08-2022,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,65402,81803,-16401,Break
04-08-2022,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,62604,62604,0,Match
05-08-2022,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,26968,26968,0,Match
06-08-2022,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,33018,33018,0,Match
06-08-2022,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,67784,67684,100,Break
06-08-2022,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,1864,1864,0,Match
06-08-2022,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,2237,2237,0,Match
07-08-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,51066,51066,0,Match
07-08-2022,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,80415,55980,24435,Break
07-08-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,41485,60963,-19478,Break
08-08-2022,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,99646,99646,0,Match
08-08-2022,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,5230,5230,0,Match
08-08-2022,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,58235,35852,22383,Break
09-08-2022,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,14201,14201,0,Match
10-08-2022,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,18936,57730,-38794,Break
11-08-2022,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,64907,64907,0,Match
11-08-2022,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,97110,97110,0,Match
12-08-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,68970,68970,0,Match
12-08-2022,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,37614,37614,0,Match
12-08-2022,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,18107,33506,-15399,Break
13-08-2022,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,63109,63109,0,Match
13-08-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,9583,9583,0,Match
13-08-2022,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,92233,83030,9203,Break
13-08-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,43150,43150,0,Match
14-08-2022,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,10903,77026,-66123,Break
14-08-2022,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,21863,21863,0,Match
14-08-2022,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,86377,86377,0,Match
14-08-2022,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,19131,91444,-72313,Break
14-08-2022,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,76250,76250,0,Match
15-08-2022,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,55798,55798,0,Match
16-08-2022,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,43490,43490,0,Match
16-08-2022,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,12262,12262,0,Match
16-08-2022,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,71958,71958,0,Match
17-08-2022,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,95803,76159,19644,Break
17-08-2022,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,61277,95458,-34181,Break
19-08-2022,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,97519,90234,7285,Break
19-08-2022,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,75235,75235,0,Match
19-08-2022,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,97594,97594,0,Match
20-08-2022,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,15801,15801,0,Match
20-08-2022,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,53580,53580,0,Match
21-08-2022,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,20152,20152,0,Match
21-08-2022,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,37135,37135,0,Match
21-08-2022,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,26599,26599,0,Match
22-08-2022,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,94545,38017,56528,Break
22-08-2022,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,35382,35382,0,Match
23-08-2022,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,94460,94460,0,Match
23-08-2022,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,34366,34366,0,Match
23-08-2022,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,65926,65926,0,Match
24-08-2022,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,22408,50846,-28438,Break
24-08-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,39649,39649,0,Match
24-08-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,29293,29293,0,Match
25-08-2022,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,20144,31673,-11529,Break
25-08-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,96135,66925,29210,Break
25-08-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,4542,4542,0,Match
26-08-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,19690,19690,0,Match
26-08-2022,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,1323,1323,0,Match
27-08-2022,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,17053,17053,0,Match
27-08-2022,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,19312,4338,14974,Break
28-08-2022,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,83197,83197,0,Match
28-08-2022,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,60066,68,59998,Break
30-08-2022,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,97305,97305,0,Match
30-08-2022,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,97791,28644,69147,Break
31-08-2022,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,50419,66803,-16384,Break
31-08-2022,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,60412,60412,0,Match
01-09-2022,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,19673,5478,14195,Break
01-09-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,89281,74320,14961,Break
02-09-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,25851,86388,-60537,Break
02-09-2022,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,86950,6260,80690,Break
02-09-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,99884,99884,0,Match
04-09-2022,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,57504,57504,0,Match
04-09-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,1623,1623,0,Match
05-09-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,29425,29425,0,Match
05-09-2022,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,9996,9996,0,Match
05-09-2022,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,50293,50293,0,Match
06-09-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,41239,23804,17435,Break
06-09-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,55386,55386,0,Match
06-09-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,33936,33936,0,Match
06-09-2022,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,51344,51344,0,Match
07-09-2022,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,34423,67122,-32699,Break
07-09-2022,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,37947,37947,0,Match
07-09-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,42873,42873,0,Match
08-09-2022,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,67825,67825,0,Match
08-09-2022,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,93381,4059,89322,Break
08-09-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,84047,84047,0,Match
08-09-2022,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,12685,12685,0,Match
09-09-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,39012,85719,-46707,Break
09-09-2022,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,23244,23244,0,Match
09-09-2022,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,79256,79256,0,Match
09-09-2022,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,74007,74007,0,Match
09-09-2022,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,80976,45854,35122,Break
10-09-2022,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,96653,96653,0,Match
10-09-2022,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,50542,79624,-29082,Break
11-09-2022,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,31005,31005,0,Match
14-09-2022,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,22073,22073,0,Match
14-09-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,98496,61417,37079,Break
14-09-2022,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,87940,93055,-5115,Break
15-09-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,81001,81001,0,Match
15-09-2022,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,56378,56378,0,Match
15-09-2022,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,25345,25345,0,Match
17-09-2022,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,39523,26519,13004,Break
19-09-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,83733,83733,0,Match
19-09-2022,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,19653,19653,0,Match
19-09-2022,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,42328,42328,0,Match
20-09-2022,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,85124,85124,0,Match
20-09-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,65879,65879,0,Match
21-09-2022,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,56961,33782,23179,Break
21-09-2022,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,91736,91736,0,Match
21-09-2022,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,71203,68490,2713,Break
21-09-2022,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,38762,38762,0,Match
21-09-2022,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,53920,53920,0,Match
22-09-2022,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,5521,69706,-64185,Break
22-09-2022,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,9260,9260,0,Match
22-09-2022,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,11276,50711,-39435,Break
22-09-2022,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,37442,37442,0,Match
22-09-2022,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,32058,32058,0,Match
23-09-2022,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,27712,5754,21958,Break
23-09-2022,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,66265,66265,0,Match
23-09-2022,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,50579,50579,0,Match
25-09-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,68648,68648,0,Match
26-09-2022,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,12111,12111,0,Match
26-09-2022,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,98916,48941,49975,Break
26-09-2022,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,58171,78422,-20251,Break
27-09-2022,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,45322,45322,0,Match
27-09-2022,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,42490,42490,0,Match
28-09-2022,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,11992,11992,0,Match
28-09-2022,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,22694,22694,0,Match
28-09-2022,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,30948,30948,0,Match
29-09-2022,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,21949,21949,0,Match
29-09-2022,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,86871,86871,0,Match
29-09-2022,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,28772,28772,0,Match
30-09-2022,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,58043,4410,53633,Break
01-10-2022,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,33635,6979,26656,Break
02-10-2022,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,85667,85667,0,Match
02-10-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,91596,86954,4642,Break
02-10-2022,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,15977,15977,0,Match
03-10-2022,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,42492,42492,0,Match
03-10-2022,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,5135,5135,0,Match
03-10-2022,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,62845,62845,0,Match
04-10-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,15625,15625,0,Match
05-10-2022,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,23963,23963,0,Match
05-10-2022,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,24861,24861,0,Match
05-10-2022,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,93243,93243,0,Match
06-10-2022,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,60650,60650,0,Match
06-10-2022,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,99554,56615,42939,Break
06-10-2022,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,4723,4723,0,Match
06-10-2022,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,91602,91602,0,Match
06-10-2022,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,501,501,0,Match
07-10-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,33309,33309,0,Match
07-10-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,58415,58415,0,Match
08-10-2022,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,20148,20148,0,Match
09-10-2022,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,94572,94572,0,Match
11-10-2022,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,3430,3430,0,Match
11-10-2022,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,94692,94692,0,Match
14-10-2022,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,52293,71008,-18715,Break
14-10-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,98387,98387,0,Match
14-10-2022,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,32143,32143,0,Match
15-10-2022,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,6463,6463,0,Match
16-10-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,41609,41609,0,Match
17-10-2022,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,12778,12778,0,Match
17-10-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,57307,57307,0,Match
17-10-2022,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,22637,22637,0,Match
17-10-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,37218,37218,0,Match
17-10-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,62199,62199,0,Match
18-10-2022,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,23461,23461,0,Match
18-10-2022,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,60246,69021,-8775,Break
19-10-2022,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,91057,91057,0,Match
19-10-2022,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,64931,40481,24450,Break
20-10-2022,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,58295,58295,0,Match
20-10-2022,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,80652,80652,0,Match
20-10-2022,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,85250,95029,-9779,Break
20-10-2022,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,74355,74355,0,Match
21-10-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,40983,40983,0,Match
21-10-2022,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,23085,23085,0,Match
22-10-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,82417,34736,47681,Break
22-10-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,21163,21163,0,Match
22-10-2022,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,55484,55484,0,Match
22-10-2022,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,37270,37270,0,Match
23-10-2022,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,77685,77685,0,Match
23-10-2022,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,47685,47685,0,Match
24-10-2022,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,61484,61484,0,Match
24-10-2022,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,89058,89058,0,Match
24-10-2022,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,78053,78053,0,Match
24-10-2022,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,34507,3016,31491,Break
24-10-2022,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,36871,36871,0,Match
24-10-2022,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,50064,50064,0,Match
25-10-2022,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,71245,69853,1392,Break
25-10-2022,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,6091,6091,0,Match
25-10-2022,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,80297,80297,0,Match
26-10-2022,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,28275,28275,0,Match
26-10-2022,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,17668,17668,0,Match
28-10-2022,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,29129,29129,0,Match
29-10-2022,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,21125,21125,0,Match
29-10-2022,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,28038,27046,992,Break
30-10-2022,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,3641,3641,0,Match
30-10-2022,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,22603,22603,0,Match
30-10-2022,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,78773,11701,67072,Break
31-10-2022,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,5336,5336,0,Match
